file,class,method,variable,usage
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\configuration\xml\SplitParser.java,org.springframework.batch.core.configuration.xml.SplitParser,"parse/2[org.w3c.dom.Element,org.springframework.batch.core.configuration.xml.ParserContext]",parserContext,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\configuration\xml\SplitParser.java,org.springframework.batch.core.configuration.xml.SplitParser,"parse/2[org.w3c.dom.Element,org.springframework.batch.core.configuration.xml.ParserContext]",stateBuilder,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\configuration\xml\SplitParser.java,org.springframework.batch.core.configuration.xml.SplitParser,"parse/2[org.w3c.dom.Element,org.springframework.batch.core.configuration.xml.ParserContext]",element,5
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\configuration\xml\SplitParser.java,org.springframework.batch.core.configuration.xml.SplitParser,"parse/2[org.w3c.dom.Element,org.springframework.batch.core.configuration.xml.ParserContext]",nextElement,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\configuration\xml\SplitParser.java,org.springframework.batch.core.configuration.xml.SplitParser,SplitParser/1[java.lang.String],jobFactoryRef,2
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\EntityTests.java,org.springframework.batch.core.EntityTests,testToString/0,job,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\EntityTests.java,org.springframework.batch.core.EntityTests,testHashCodeNullId/0,withoutNull,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\EntityTests.java,org.springframework.batch.core.EntityTests,testHashCodeNullId/0,withNull,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testTransitionOrdering/0,execution,2
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testTransitionOrdering/0,flowExecution,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testTransitionOrdering/0,builder,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testTransitionOrdering/0,stepExecutions,3
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testTransitionOrdering/0,jobRepository,3
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testTransitionOrdering/0,stepB,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testTransitionOrdering/0,stepC,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testTransitionOrdering/0,stepA,2
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testMultipleNext/0,execution,2
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testMultipleNext/0,builder,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testMultipleNext/0,stepExecutions,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testMultipleNext/0,jobRepository,3
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,createCompleteStep/1[java.lang.String],name,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testStart/0,execution,2
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testStart/0,builder,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testStart/0,stepExecutions,2
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testStart/0,jobRepository,3
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testFrom/0,execution,2
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testFrom/0,builder,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testFrom/0,stepExecutions,2
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testFrom/0,jobRepository,3
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testNext/0,execution,2
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testNext/0,builder,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testNext/0,stepExecutions,2
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,testNext/0,jobRepository,3
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\data\builder\MongoPagingItemReaderBuilderTests.java,org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilderTests,"validateExceptionMessage/2[org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilder<java.lang.String>,java.lang.String]",exception,3
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\data\builder\MongoPagingItemReaderBuilderTests.java,org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilderTests,"validateExceptionMessage/2[org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilder<java.lang.String>,java.lang.String]",builder,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\data\builder\MongoPagingItemReaderBuilderTests.java,org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilderTests,"validateExceptionMessage/2[org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilder<java.lang.String>,java.lang.String]",message,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\data\builder\MongoPagingItemReaderBuilderTests.java,org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilderTests,testFields/0,reader,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\data\builder\MongoPagingItemReaderBuilderTests.java,org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilderTests,testFields/0,query,3
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\data\builder\MongoPagingItemReaderBuilderTests.java,org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilderTests,testVarargs/0,reader,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\data\builder\MongoPagingItemReaderBuilderTests.java,org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilderTests,testVarargs/0,query,2
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\data\builder\MongoPagingItemReaderBuilderTests.java,org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilderTests,testWithoutQueryLimit/0,reader,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\data\builder\MongoPagingItemReaderBuilderTests.java,org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilderTests,testWithoutQueryLimit/0,query,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\data\builder\MongoPagingItemReaderBuilderTests.java,org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilderTests,testHint/0,reader,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\data\builder\MongoPagingItemReaderBuilderTests.java,org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilderTests,testHint/0,query,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\data\builder\MongoPagingItemReaderBuilderTests.java,org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilderTests,testWithoutQueryLimitAndPageSize/0,reader,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\data\builder\MongoPagingItemReaderBuilderTests.java,org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilderTests,testWithoutQueryLimitAndPageSize/0,query,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\data\builder\MongoPagingItemReaderBuilderTests.java,org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilderTests,testBasic/0,reader,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\data\builder\MongoPagingItemReaderBuilderTests.java,org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilderTests,testBasic/0,query,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\data\builder\MongoPagingItemReaderBuilderTests.java,org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilderTests,testCollection/0,reader,1
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\data\builder\MongoPagingItemReaderBuilderTests.java,org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilderTests,testCollection/0,query,2
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testDataRowMapper/0,item1,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testDataRowMapper/0,reader,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testDataRowMapper/0,sortKeys,3
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testValidation/0,exception,13
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testValidation/0,builder,13
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testSaveState/0,rs,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testSaveState/0,item2,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testSaveState/0,item1,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testSaveState/0,reader,7
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testSaveState/0,rowNum,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testSaveState/0,executionContext,3
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testSaveState/0,sortKeys,3
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testParameters/0,rs,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testParameters/0,item1,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testParameters/0,reader,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testParameters/0,rowNum,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testParameters/0,sortKeys,3
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testParameters/0,parameterValues,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testBasicConfigurationQueryProvider/0,rs,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testBasicConfigurationQueryProvider/0,item1,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testBasicConfigurationQueryProvider/0,provider,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testBasicConfigurationQueryProvider/0,reader,7
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testBasicConfigurationQueryProvider/0,rowNum,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testBasicConfigurationQueryProvider/0,executionContext,3
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testBasicConfigurationQueryProvider/0,sortKeys,2
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testBasicConfiguration/0,rs,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testBasicConfiguration/0,item1,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testBasicConfiguration/0,reader,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testBasicConfiguration/0,rowNum,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testBasicConfiguration/0,sortKeys,3
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testPageSize/0,rs,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testPageSize/0,item2,4
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,testPageSize/0,item1,4
